loan_id,loan_amount,term_months,grade,sub_grade,int_rate,emp_length_years,home_ownership,annual_income,verification_status,purpose,dti,fico_range_low,fico_range_high,delinq_2yrs,pub_rec,open_acc,total_acc,revol_bal,revol_util,collections_12_mths_ex_med,collateral_flag,collateral_value,total_pymnt_before_default,outstanding_principal,days_past_due_at_default,months_in_recovery,recovery_status,payment_plan_status,recoveries,collection_recovery_fee,recovery_rate
ARC102143,12300.0,36,A,A1,6.17,8.0,OWN,31300.0,Source Verified,debt_consolidation,10.02,692,696,0,1,17,33,26390.0,23.8,0,0,,1820.85,10479.15,30,14,Closed,Broken,4326.84,410.5,0.4129
ARC102290,12700.0,36,A,A5,8.86,10.0,RENT,63100.0,Verified,debt_consolidation,23.59,667,671,0,0,5,8,13460.0,,0,0,,1693.55,11006.45,41,12,Closed,Active,5152.12,529.5,0.4681
ARC100962,5700.0,36,E,E1,19.75,8.0,MORTGAGE,27400.0,Not Verified,debt_consolidation,17.37,655,659,0,0,8,11,18300.0,61.8,0,0,,3172.02,2527.98,295,22,Closed,Broken,844.09,124.17,0.3339
ARC108802,8900.0,36,D,D5,18.51,7.0,RENT,39100.0,Not Verified,debt_consolidation,13.27,678,682,0,2,11,15,11500.0,66.6,0,0,,1181.18,7718.82,288,15,Closed,No_Plan,1061.34,146.36,0.1375
ARC104778,9500.0,60,C,C1,13.48,7.0,MORTGAGE,57800.0,Not Verified,other,24.8,699,703,0,0,17,22,5510.0,27.7,0,0,,1202.5,8297.5,199,33,Closed,Broken,2262.73,129.99,0.2727
ARC102064,8400.0,36,B,B3,9.36,9.0,RENT,16900.0,Source Verified,debt_consolidation,27.31,600,604,0,0,10,11,6930.0,72.1,0,0,,1101.53,7298.47,151,4,Active,Broken,513.81,42.38,0.0704
ARC103179,12200.0,36,D,D4,16.39,10.0,RENT,37400.0,Verified,debt_consolidation,26.3,702,706,1,0,16,24,47170.0,0.6,0,0,,954.47,11245.53,202,17,Closed,Broken,3239.84,367.72,0.2881
ARC100625,7400.0,36,C,C5,15.38,7.0,RENT,125600.0,Not Verified,small_business,15.87,657,661,0,0,7,23,2270.0,38.2,0,0,,2569.26,4830.74,36,4,Active,Active,1520.72,155.18,0.3148
ARC107512,11700.0,60,D,D5,15.15,10.0,MORTGAGE,101900.0,Not Verified,major_purchase,22.33,673,677,2,1,8,30,1310.0,68.0,0,0,,4983.65,6716.35,169,4,Active,No_Plan,143.73,13.78,0.0214
ARC106674,29600.0,60,D,D3,16.67,5.0,RENT,21400.0,Not Verified,home_improvement,17.63,668,672,0,0,3,26,8810.0,48.1,1,1,16200.0,6436.51,23163.49,84,11,Closed,Broken,9246.87,1098.78,0.3992
ARC101564,5900.0,60,B,B4,12.3,10.0,OWN,205700.0,Source Verified,home_improvement,19.18,731,735,0,0,8,10,4990.0,54.1,1,0,,2593.9,3306.1,121,5,Active,Active,1048.03,83.98,0.317
ARC106943,12100.0,60,B,B3,9.15,2.0,MORTGAGE,41500.0,Source Verified,credit_card,16.23,712,716,0,0,2,8,9380.0,19.5,0,0,,2254.91,9845.09,56,30,Closed,Completed,6277.23,648.17,0.6376
ARC106411,10300.0,60,C,C5,13.98,3.0,OWN,55900.0,Not Verified,medical,17.38,600,604,0,0,6,26,2410.0,12.7,0,0,,1253.8,9046.2,207,9,Active,Broken,702.89,74.37,0.0777
ARC107904,6600.0,36,D,D1,14.81,0.0,OWN,40400.0,Source Verified,other,26.53,695,699,0,0,3,6,19700.0,55.2,0,0,,1261.66,5338.34,169,11,Closed,Active,1827.31,132.38,0.3423
ARC101115,10300.0,36,A,A3,7.15,8.0,RENT,62200.0,Source Verified,debt_consolidation,15.85,737,741,0,0,18,36,6050.0,61.7,0,0,,4057.27,6242.73,61,34,Closed,Completed,5178.97,675.3,0.8296
ARC100621,10100.0,60,C,C2,15.06,0.0,MORTGAGE,73600.0,Source Verified,medical,21.61,649,653,0,0,7,23,8730.0,72.6,0,0,,3347.22,6752.78,52,17,Closed,No_Plan,1612.56,194.35,0.2388
ARC105133,4700.0,36,E,E1,18.34,7.0,MORTGAGE,92100.0,Source Verified,other,10.46,664,668,0,0,16,20,2860.0,90.0,1,0,,1682.23,3017.77,272,8,Active,No_Plan,217.58,16.45,0.0721
ARC102358,19200.0,60,C,C1,12.25,10.0,MORTGAGE,,Verified,major_purchase,34.7,700,704,2,0,4,10,2320.0,73.9,0,1,12900.0,4828.4,14371.6,31,20,Closed,Active,7414.31,388.85,0.5159
ARC106489,6500.0,60,B,B1,10.31,10.0,MORTGAGE,44700.0,Verified,car,17.6,723,727,0,1,11,11,2070.0,70.3,0,0,,1556.19,4943.81,103,17,Closed,Completed,2954.42,362.38,0.5976
ARC102688,20100.0,36,C,C2,13.26,5.0,MORTGAGE,,Source Verified,home_improvement,-999.0,633,637,0,1,15,32,39630.0,18.9,0,1,21000.0,1276.91,18823.09,211,28,Closed,Broken,5494.46,719.22,0.2919
ARC100712,5600.0,36,B,B5,8.12,10.0,MORTGAGE,83200.0,Source Verified,debt_consolidation,17.06,604,608,0,0,6,11,26040.0,51.4,0,0,,1598.77,4001.23,173,24,Closed,Broken,1009.11,125.3,0.2522
ARC100326,4200.0,60,D,D3,17.12,1.0,RENT,55800.0,Verified,debt_consolidation,27.92,680,684,1,0,18,39,1870.0,1.0,0,1,4000.0,1662.63,2537.37,207,22,Closed,Completed,1596.01,164.26,0.629
ARC103437,10500.0,36,E,E1,17.27,0.0,RENT,51900.0,Source Verified,small_business,18.61,727,731,0,0,5,7,11180.0,42.0,0,0,,925.89,9574.11,56,16,Closed,Broken,4934.5,314.48,0.5154
ARC103230,7700.0,36,A,A1,7.27,10.0,MORTGAGE,65300.0,Not Verified,small_business,14.03,600,604,0,0,2,22,7690.0,56.9,0,1,5400.0,2943.1,4756.9,154,5,Active,Broken,281.13,18.88,0.0591
ARC107239,8400.0,60,A,A3,7.83,10.0,RENT,37300.0,Source Verified,debt_consolidation,19.58,725,729,0,0,4,14,3190.0,46.8,0,0,,4431.84,3968.16,103,5,Active,Broken,1136.08,102.87,0.2863
ARC104764,19200.0,36,B,B1,12.56,7.0,MORTGAGE,51300.0,Source Verified,credit_card,12.76,660,664,1,0,17,34,3380.0,53.0,0,0,,4433.3,14766.7,94,30,Closed,Active,9196.7,1281.23,0.6228
ARC100172,7700.0,36,C,C2,14.45,4.0,RENT,123300.0,Verified,debt_consolidation,8.78,606,610,0,0,11,32,27760.0,55.2,0,0,,3463.39,4236.61,150,29,Closed,Broken,1726.84,178.59,0.4076
ARC106491,7900.0,60,E,E2,18.8,10.0,RENT,59500.0,Source Verified,debt_consolidation,21.27,600,604,0,1,7,27,4390.0,39.0,0,0,,4198.49,3701.51,87,17,Closed,No_Plan,888.36,67.15,0.24
ARC108030,13200.0,36,D,D2,15.27,7.0,RENT,25600.0,Verified,credit_card,17.69,680,684,0,0,8,17,4830.0,43.7,0,0,,6060.27,7139.73,220,13,Closed,Active,2617.43,188.82,0.3666
ARC107475,14000.0,36,E,E3,18.99,8.0,RENT,85600.0,Source Verified,home_improvement,34.92,648,652,1,0,17,36,7970.0,49.6,0,0,,5171.6,8828.4,370,17,Closed,Broken,3432.48,339.32,0.3888
ARC102573,10900.0,36,C,C3,13.8,,MORTGAGE,52500.0,Not Verified,small_business,25.38,621,625,0,0,6,17,570.0,22.8,0,0,,4385.49,6514.51,112,1,Active,Active,1728.95,164.86,0.2654
ARC104724,11300.0,60,B,B4,10.31,10.0,MORTGAGE,,Verified,credit_card,9.14,765,769,1,0,4,13,41540.0,33.0,0,0,,6507.71,4792.29,68,27,Closed,Completed,3428.88,299.05,0.7155
ARC107822,10800.0,36,C,C1,15.87,6.0,MORTGAGE,,Source Verified,debt_consolidation,18.32,622,626,0,0,3,21,8700.0,39.4,0,0,,4551.72,6248.28,52,32,Closed,Broken,2486.19,132.29,0.3979
ARC104174,5500.0,36,C,C1,14.6,10.0,RENT,61500.0,Not Verified,small_business,13.5,626,630,2,0,7,23,11720.0,61.1,0,1,5500.0,465.86,5034.14,132,4,Active,Active,512.48,34.19,0.1018
ARC103125,13400.0,36,C,C1,15.97,8.0,MORTGAGE,86200.0,Not Verified,other,5.35,658,662,1,0,18,31,2510.0,36.8,0,0,,2857.74,10542.26,84,34,Closed,Active,5349.14,713.82,0.5074
ARC101549,12300.0,60,C,C2,11.62,3.0,RENT,93600.0,Not Verified,debt_consolidation,22.63,643,647,1,1,4,19,1500.0,53.8,0,0,,1543.87,10756.13,163,22,Closed,Broken,1652.14,228.99,0.1536
ARC101208,34700.0,36,E,E5,18.92,5.0,RENT,,Verified,debt_consolidation,17.28,673,677,1,0,9,33,4090.0,45.4,0,0,,6198.36,28501.64,81,29,Closed,Broken,6495.52,366.81,0.2279
ARC107552,10700.0,60,D,D5,17.5,7.0,MORTGAGE,46100.0,Not Verified,debt_consolidation,22.95,659,663,0,0,9,18,6620.0,13.2,0,0,,2453.91,8246.09,30,24,Closed,Active,4065.32,342.93,0.493
ARC108124,20900.0,60,D,D2,17.4,10.0,RENT,34800.0,Verified,debt_consolidation,19.54,600,604,1,0,2,3,2950.0,12.5,0,0,,2817.44,18082.56,211,20,Closed,Broken,3224.12,315.96,0.1783
ARC108213,5700.0,60,C,C3,12.41,6.0,MORTGAGE,39600.0,Verified,credit_card,10.03,741,745,0,0,5,10,2670.0,35.7,0,0,,448.86,5251.14,100,15,Closed,Completed,4295.43,507.6,0.818
ARC108872,3500.0,60,B,B2,11.05,2.0,RENT,45300.0,Not Verified,credit_card,8.24,657,661,0,0,18,42,40890.0,55.2,0,0,,240.7,3259.3,300,15,Closed,Broken,1060.9,78.79,0.3255
ARC106030,12000.0,36,B,B2,11.25,4.0,RENT,43000.0,Not Verified,debt_consolidation,17.03,673,677,0,0,16,32,810.0,37.2,0,0,,3579.37,8420.63,170,21,Closed,No_Plan,2569.13,190.36,0.3051
ARC108867,16200.0,60,B,B5,10.85,3.0,RENT,78300.0,Not Verified,home_improvement,13.8,683,687,0,0,5,26,2420.0,45.7,0,1,9900.0,4918.31,11281.69,112,24,Closed,Completed,6351.59,488.32,0.563
ARC107489,9000.0,36,A,A2,7.97,7.0,MORTGAGE,48800.0,Source Verified,credit_card,28.11,617,621,0,0,16,28,2520.0,,0,1,4400.0,2907.25,6092.75,55,12,Closed,Broken,1721.81,107.63,0.2826
ARC104923,4800.0,36,B,B4,9.69,10.0,RENT,79400.0,Not Verified,major_purchase,18.09,646,650,1,0,4,27,6300.0,6.2,0,1,4500.0,1488.58,3311.42,91,12,Closed,Broken,1137.47,93.83,0.3435
ARC100191,9000.0,36,A,A2,8.19,10.0,OWN,,Verified,debt_consolidation,18.32,634,638,0,0,17,29,8780.0,57.5,0,0,,2618.95,6381.05,49,23,Closed,Active,2532.0,208.63,0.3968
ARC104564,13000.0,36,D,D5,16.19,10.0,rent,51900.0,Verified,debt_consolidation,11.01,635,639,0,0,10,29,32710.0,58.1,0,0,,2788.58,10211.42,433,9,Closed,No_Plan,2200.56,281.82,0.2155
ARC100439,12500.0,60,D,D4,17.41,8.0,MORTGAGE,61100.0,Verified,home_improvement,28.16,799,803,0,0,4,5,10120.0,28.2,0,1,9600.0,1255.12,11244.88,95,13,Closed,Completed,8793.5,761.35,0.782
ARC103195,17700.0,36,F,F4,23.24,6.0,OWN,27100.0,Source Verified,debt_consolidation,27.57,700,704,0,0,19,38,10490.0,,0,1,12900.0,3496.98,14203.02,186,6,Active,Broken,3398.78,449.5,0.2393
ARC102625,9100.0,60,C,C5,11.58,0.0,MORTGAGE,,Verified,credit_card,12.64,665,669,0,0,5,28,1010.0,32.3,0,1,7000.0,1274.27,7825.73,130,25,Closed,Broken,3102.12,319.26,0.3964
ARC100664,9500.0,60,A,A3,6.41,3.0,MORTGAGE,94600.0,Verified,other,3.56,687,691,0,1,13,35,10420.0,73.8,0,0,,2628.6,6871.4,118,22,Closed,No_Plan,2378.19,277.28,0.3461
ARC101424,10900.0,60,D,D5,16.2,3.0,OWN,37800.0,Verified,debt_consolidation,3.49,679,683,0,0,18,25,11200.0,43.2,0,0,,2445.17,8454.83,211,29,Closed,Active,3900.21,562.08,0.4613
ARC107623,11900.0,36,D,D2,17.64,4.0,MORTGAGE,46000.0,Source Verified,home_improvement,25.0,763,767,1,0,18,19,2620.0,58.0,0,0,,1135.38,10764.62,120,23,Closed,Completed,6326.37,370.6,0.5877
ARC104546,2200.0,36,C,C1,12.49,10.0,RENT,51800.0,Verified,small_business,15.55,715,719,1,0,10,25,7060.0,13.5,0,1,1100.0,1121.48,1078.52,182,26,Closed,Completed,728.22,47.7,0.6752
ARC106329,11300.0,36,C,C2,12.75,10.0,OWN,,Verified,small_business,34.13,617,621,1,0,6,6,5050.0,32.0,0,0,,3905.76,7394.24,52,13,Closed,Broken,1948.38,199.23,0.2635
ARC101114,10500.0,36,E,E5,21.62,10.0,MORTGAGE,21500.0,Source Verified,credit_card,8.16,657,661,0,1,4,22,8060.0,77.2,0,0,,5396.39,5103.61,132,23,Closed,Active,2145.05,191.81,0.4203
ARC107377,3500.0,36,B,B1,9.65,2.0,OWN,24600.0,Source Verified,debt_consolidation,20.2,677,681,0,0,11,16,4800.0,50.4,0,0,,1334.58,2165.42,100,15,Closed,Active,1152.87,137.36,0.5324
ARC106360,17900.0,36,F,F5,20.47,10.0,mortgage,23500.0,Not Verified,medical,4.17,701,705,0,0,2,13,8110.0,43.4,0,0,,1113.34,16786.66,30,17,Closed,Active,12480.88,667.29,0.7435
ARC100473,11000.0,36,B,B1,10.67,10.0,RENT,84300.0,Verified,small_business,17.33,600,604,0,0,8,21,8700.0,24.7,0,0,,3021.56,7978.44,156,3,Active,Active,3595.09,452.94,0.4506
ARC106632,7700.0,60,D,D5,17.52,10.0,RENT,33700.0,Not Verified,debt_consolidation,16.22,651,655,0,0,10,15,9320.0,31.5,0,0,,2306.41,5393.59,68,29,Closed,Broken,2165.53,149.42,0.4015
ARC100495,16600.0,60,B,B4,10.41,7.0,OWN,77200.0,Verified,debt_consolidation,12.85,667,671,0,0,18,33,2670.0,0.0,0,0,,3989.63,12610.37,77,21,Closed,Active,7703.68,678.35,0.6109
ARC102130,10400.0,36,E,E3,18.03,9.0,MORTGAGE,21700.0,Not Verified,debt_consolidation,22.15,600,604,0,0,15,24,4130.0,,0,0,,602.55,9797.45,278,22,Closed,Broken,898.43,55.8,0.0917
ARC100706,6000.0,36,A,A4,6.4,5.0,MORTGAGE,112700.0,Source Verified,car,9.25,725,729,0,0,13,21,4220.0,18.8,0,0,,2070.19,3929.81,73,20,Closed,Active,2347.67,250.47,0.5974
ARC102845,5600.0,60,B,B2,11.17,7.0,RENT,45500.0,Source Verified,debt_consolidation,0.64,600,604,0,0,5,14,10920.0,55.8,0,0,,763.96,4836.04,123,14,Closed,Broken,1921.84,195.56,0.3974
ARC106149,20100.0,36,E,E2,19.2,5.0,RENT,48100.0,Verified,credit_card,32.29,600,604,1,0,8,23,2920.0,16.3,0,0,,6251.75,13848.25,199,23,Closed,No_Plan,4928.59,340.65,0.3559
ARC108491,30600.0,36,B,B2,10.39,10.0,MORTGAGE,40000.0,Source Verified,debt_consolidation,20.9,674,678,1,0,11,29,4370.0,81.7,0,0,,15726.01,14873.99,234,23,Closed,Active,8655.17,903.18,0.5819
ARC102714,9200.0,36,C,C4,12.63,8.0,RENT,59800.0,Not Verified,major_purchase,35.69,700,704,0,0,19,34,24770.0,6.2,0,1,9100.0,3352.35,5847.65,119,30,Closed,Active,4418.48,448.1,0.7556
ARC108759,6800.0,36,D,D1,17.02,10.0,OWN,34800.0,Not Verified,small_business,16.62,646,650,0,0,5,17,29730.0,25.9,0,0,,2006.63,4793.37,69,7,Active,Broken,1474.92,152.18,0.3077
ARC108711,7200.0,36,E,E4,19.08,,MORTGAGE,65900.0,Source Verified,medical,6.85,621,625,0,0,3,22,9780.0,,0,0,,1829.62,5370.38,46,11,Closed,Broken,2886.04,232.47,0.5374
ARC104558,15300.0,60,B,B3,10.06,0.0,OWN,47400.0,Source Verified,debt_consolidation,24.56,619,623,0,1,10,21,8070.0,9.9,0,0,,3535.19,11764.81,49,12,Closed,Broken,3749.44,556.25,0.3187
ARC107969,23800.0,36,B,B3,10.84,10.0,RENT,19800.0,Verified,home_improvement,31.53,660,664,0,0,5,19,2690.0,46.1,0,1,18000.0,1731.85,22068.15,284,14,Closed,No_Plan,5060.23,465.99,0.2293
ARC102305,7500.0,36,F,F2,20.28,0.0,OWN,23600.0,Verified,car,24.7,797,801,0,0,19,33,2410.0,59.4,0,1,4500.0,747.18,6752.82,49,2,Active,Active,1679.43,242.25,0.2487
ARC101188,13900.0,60,D,D4,15.91,10.0,MORTGAGE,36800.0,Not Verified,credit_card,10.85,665,669,0,0,6,17,1040.0,70.4,0,0,,4353.69,9546.31,193,16,Closed,Active,3603.73,288.73,0.3775
ARC107595,4800.0,36,C,C1,13.11,0.0,RENT,15000.0,Source Verified,credit_card,10.53,680,684,1,1,3,14,2290.0,84.1,0,0,,1403.99,3396.01,148,6,Active,Broken,692.45,64.12,0.2039
ARC105176,31700.0,36,C,C5,12.24,10.0,OWN,31900.0,Not Verified,car,18.46,684,688,0,0,16,30,3180.0,45.4,0,0,,4731.76,26968.24,228,4,Active,Broken,10223.66,1248.29,0.3791
ARC101474,8900.0,60,C,C2,13.61,9.0,MORTGAGE,58300.0,Not Verified,debt_consolidation,20.83,600,604,0,0,6,14,1690.0,65.1,0,0,,446.42,8453.58,37,18,Closed,Broken,2314.59,117.31,0.2738
ARC104460,12200.0,36,B,B4,9.6,3.0,RENT,49200.0,Verified,other,4.47,615,619,0,0,5,7,450.0,52.9,0,0,,1307.18,10892.82,66,9,Closed,Broken,2916.01,428.29,0.2677
ARC101457,10400.0,36,A,A5,6.79,2.0,MORTGAGE,45400.0,Source Verified,home_improvement,14.87,600,604,0,0,10,20,13710.0,29.2,0,0,,3828.67,6571.33,224,20,Closed,Broken,2263.82,202.85,0.3445
ARC105509,12500.0,36,F,F4,24.23,2.0,MORTGAGE,66800.0,Verified,credit_card,0.0,702,706,2,0,3,18,1070.0,43.2,0,0,,8104.88,4395.12,63,34,Closed,Active,1891.66,108.67,0.4304
ARC106895,6200.0,60,G,G2,26.08,9.0,OWN,,Verified,debt_consolidation,12.03,746,750,0,0,9,31,2800.0,0.0,0,0,,1395.96,4804.04,114,35,Closed,Completed,3665.48,471.33,0.763
ARC107645,19400.0,60,A,A2,8.04,10.0,RENT,81600.0,Source Verified,car,36.49,761,765,1,0,13,20,1820.0,83.7,0,0,,7781.66,11618.34,149,21,Closed,Broken,4487.0,606.69,0.3862
ARC100332,6700.0,36,E,E4,18.44,2.0,rent,47100.0,Not Verified,credit_card,8.97,715,719,0,0,8,17,9170.0,50.8,0,0,,2018.3,4681.7,173,1,Active,Completed,1692.9,187.0,0.3616
ARC107107,12000.0,36,A,A4,7.14,10.0,RENT,114200.0,Not Verified,debt_consolidation,17.73,713,717,1,0,11,19,33280.0,43.0,0,0,,2944.38,9055.62,169,34,Closed,Completed,5115.52,314.86,0.5649
ARC108829,14400.0,60,B,B3,12.44,10.0,RENT,,Not Verified,medical,25.34,644,648,1,0,12,24,6820.0,51.0,0,0,,3575.16,10824.84,149,23,Closed,Broken,3606.84,301.02,0.3332
ARC104098,12600.0,36,D,D4,17.16,2.0,MORTGAGE,72200.0,Source Verified,major_purchase,23.06,638,642,0,0,10,19,3380.0,45.5,0,0,,3502.67,9097.33,248,12,Closed,Broken,2335.28,315.41,0.2567
ARC108189,11000.0,60,E,E2,20.8,10.0,MORTGAGE,59300.0,Source Verified,car,26.0,640,644,0,1,10,11,44180.0,64.3,0,0,,2426.13,8573.87,151,33,Closed,Broken,3114.89,416.69,0.3633
ARC100059,16900.0,60,G,G3,23.43,4.0,rent,32300.0,Verified,debt_consolidation,15.76,618,622,0,0,18,34,2620.0,28.6,0,0,,7292.99,9607.01,50,8,Active,Broken,321.83,35.58,0.0335
ARC108648,7700.0,60,E,E5,18.53,10.0,RENT,87000.0,Not Verified,debt_consolidation,7.58,673,677,0,0,7,16,4940.0,21.7,0,0,,3480.66,4219.34,170,1,Active,Completed,1137.96,163.93,0.2697
ARC104816,27800.0,60,D,D4,16.74,2.0,OWN,45300.0,Verified,debt_consolidation,,706,710,0,0,12,34,4700.0,43.2,1,0,,9167.06,18632.94,116,30,Closed,Active,8131.42,1141.86,0.4364
ARC108265,11400.0,36,D,D1,15.84,10.0,MORTGAGE,49000.0,Not Verified,debt_consolidation,33.07,727,731,0,0,16,20,7410.0,43.7,0,1,6100.0,993.05,10406.95,162,28,Closed,Broken,4655.03,298.04,0.4473
ARC101651,19900.0,36,F,F4,22.88,9.0,MORTGAGE,60200.0,Not Verified,debt_consolidation,8.53,600,604,1,0,10,34,2340.0,62.9,0,0,,5114.48,14785.52,47,11,Closed,Completed,9036.91,800.51,0.6112
ARC102738,38300.0,60,G,G4,26.8,0.0,MORTGAGE,,Source Verified,home_improvement,13.97,708,712,0,1,18,41,5070.0,22.3,0,0,,8352.26,29947.74,205,28,Closed,Broken,13500.44,1342.99,0.4508
ARC108353,4900.0,36,B,B5,9.03,0.0,MORTGAGE,,Verified,debt_consolidation,17.12,665,669,0,0,15,26,4660.0,45.9,0,0,,1821.22,3078.78,142,22,Closed,Broken,863.91,66.01,0.2806
ARC105277,7600.0,36,A,A1,6.37,,MORTGAGE,52600.0,Not Verified,debt_consolidation,25.16,600,604,0,0,13,15,3030.0,28.1,1,0,,2481.83,5118.17,40,11,Closed,Broken,1327.65,156.79,0.2594
ARC105081,7000.0,60,B,B2,9.57,10.0,RENT,48200.0,Verified,medical,17.06,718,722,0,0,5,28,2590.0,35.1,0,0,,1438.83,5561.17,202,16,Closed,Active,2400.76,281.26,0.4317
ARC105193,13500.0,60,C,C3,11.4,5.0,MORTGAGE,52000.0,Verified,home_improvement,6.94,702,706,0,0,3,7,850.0,31.9,0,0,,4225.69,9274.31,30,13,Closed,Active,6337.14,669.85,0.6833
ARC104883,8500.0,36,E,E3,19.45,10.0,OWN,35200.0,Source Verified,debt_consolidation,15.45,648,652,0,1,9,24,4260.0,62.9,0,0,,4281.06,4218.94,60,12,Closed,Active,1917.09,245.89,0.4544
ARC105376,9800.0,36,B,B3,10.78,5.0,RENT,97000.0,Not Verified,credit_card,7.31,658,662,0,0,10,24,1380.0,65.6,0,0,,4723.42,5076.58,114,9,Active,Active,1344.79,75.43,0.2649
ARC107077,8200.0,36,D,D2,14.94,2.0,OWN,84400.0,Not Verified,debt_consolidation,8.42,680,684,0,0,5,26,5410.0,65.2,0,0,,2053.15,6146.85,192,33,Closed,Broken,2263.27,116.97,0.3682
ARC108599,8500.0,60,C,C2,15.3,10.0,MORTGAGE,74600.0,Not Verified,credit_card,7.56,703,707,0,0,4,8,780.0,34.5,0,0,,2675.43,5824.57,212,16,Closed,Completed,3773.74,258.2,0.6479
ARC102352,9700.0,36,E,E4,20.69,5.0,OWN,73000.0,Verified,credit_card,37.13,675,679,1,0,6,21,4840.0,58.1,0,0,,5067.16,4632.84,332,17,Closed,No_Plan,319.67,47.52,0.069
ARC102744,17300.0,60,A,A3,5.5,0.0,OWN,164400.0,Verified,debt_consolidation,14.32,754,758,0,0,11,20,24820.0,7.2,0,0,,2299.36,15000.64,74,2,Active,Completed,5740.74,712.31,0.3827
ARC102816,4400.0,36,D,D5,15.6,10.0,OWN,56000.0,Verified,debt_consolidation,23.63,612,616,1,0,14,21,33150.0,8.7,0,0,,1460.25,2939.75,87,8,Closed,No_Plan,769.63,58.66,0.2618
ARC101766,5100.0,36,D,D2,17.2,10.0,MORTGAGE,47900.0,Source Verified,debt_consolidation,7.89,604,608,0,0,16,25,1880.0,,0,0,,199.91,4900.09,82,6,Active,Active,1478.36,85.68,0.3017
ARC100350,12100.0,36,B,B2,9.48,10.0,OWN,39300.0,Not Verified,debt_consolidation,16.77,667,671,0,0,6,6,1560.0,53.8,0,0,,7010.21,5089.79,94,30,Closed,Completed,3680.94,385.6,0.7232
ARC107717,18300.0,36,D,D4,16.04,10.0,RENT,57300.0,Source Verified,credit_card,12.13,623,627,0,0,9,31,2680.0,63.5,0,0,,5284.94,13015.06,411,31,Closed,No_Plan,3329.25,203.91,0.2558
ARC103498,8700.0,60,D,D2,15.14,3.0,RENT,113000.0,Verified,credit_card,25.72,613,617,0,1,15,30,13210.0,48.1,0,0,,1420.3,7279.7,122,9,Closed,No_Plan,1495.98,82.0,0.2055
ARC104412,14900.0,36,B,B2,11.75,10.0,RENT,42100.0,Source Verified,debt_consolidation,13.94,706,710,0,0,19,30,11000.0,,0,0,,5607.22,9292.78,114,34,Closed,Broken,5158.42,433.19,0.5551
ARC101645,10200.0,60,D,D2,17.13,7.0,RENT,92500.0,Source Verified,debt_consolidation,6.14,766,770,0,0,4,21,2260.0,14.7,0,0,,3093.17,7106.83,187,15,Closed,Completed,5922.83,470.64,0.8334
ARC100442,12100.0,60,E,E4,21.51,10.0,RENT,42000.0,Source Verified,small_business,17.73,612,616,0,1,8,20,4640.0,47.0,0,1,10800.0,3087.86,9012.14,46,27,Closed,Active,4674.6,543.01,0.5187
ARC102821,11700.0,36,D,D1,14.95,7.0,OWN,33800.0,Source Verified,car,14.84,670,674,0,0,14,31,4530.0,94.4,0,0,,6510.99,5189.01,55,14,Closed,Active,1986.35,215.86,0.3828
ARC107152,19200.0,36,C,C2,12.88,,RENT,89900.0,Source Verified,major_purchase,12.17,650,654,0,2,4,26,2750.0,84.6,0,1,11600.0,6245.51,12954.49,304,29,Closed,Broken,5295.8,272.7,0.4088
ARC107332,8100.0,60,A,A3,10.35,6.0,RENT,59000.0,Source Verified,medical,25.2,739,743,0,0,7,15,6020.0,23.4,0,0,,3214.27,4885.73,154,28,Closed,Broken,1744.21,250.33,0.357
ARC106415,5700.0,36,C,C2,15.4,2.0,MORTGAGE,59400.0,Source Verified,debt_consolidation,6.29,702,706,0,0,2,19,13860.0,58.9,0,0,,605.07,5094.93,46,22,Closed,Active,3218.47,478.91,0.6317
ARC102559,22500.0,36,B,B4,11.72,3.0,MORTGAGE,34200.0,Source Verified,debt_consolidation,29.43,661,665,0,0,18,22,15960.0,68.1,1,0,,5317.08,17182.92,30,22,Closed,Active,7510.65,902.83,0.4371
ARC101580,19000.0,36,F,F2,22.08,10.0,MORTGAGE,51300.0,Source Verified,debt_consolidation,23.57,657,661,0,0,18,32,4240.0,93.9,0,1,14000.0,7487.77,11512.23,249,35,Closed,Active,6362.81,411.6,0.5527
ARC104842,4300.0,36,C,C4,15.62,2.0,MORTGAGE,44100.0,Source Verified,debt_consolidation,30.68,630,634,0,0,18,39,5000.0,59.7,0,0,,971.46,3328.54,59,25,Closed,Broken,1210.26,131.94,0.3636
ARC106753,13800.0,60,D,D2,15.43,1.0,RENT,29900.0,Source Verified,credit_card,24.53,686,690,1,1,13,27,5940.0,49.2,0,0,,1758.47,12041.53,206,30,Closed,Broken,2326.42,230.39,0.1932
ARC102907,10000.0,36,D,D5,14.27,6.0,MORTGAGE,112000.0,Not Verified,debt_consolidation,25.28,652,656,0,0,12,14,41010.0,72.9,0,0,,2623.18,7376.82,33,14,Closed,Active,4921.81,508.79,0.6672
ARC101222,12400.0,36,E,E3,17.94,10.0,RENT,119400.0,Verified,debt_consolidation,8.82,641,645,0,0,12,27,2500.0,64.6,0,1,15200.0,780.65,11619.35,219,1,Active,Active,2499.32,280.37,0.2151
ARC104184,9700.0,36,D,D5,18.23,10.0,MORTGAGE,,Source Verified,home_improvement,27.8,711,715,0,0,4,4,450.0,58.0,0,1,5100.0,161.48,9538.52,30,27,Closed,Active,6262.99,364.09,0.6566
